OTU,St01_MN,St01_SG,St01_CR,St01_SD,St02_MN,St02_SG,St02_CR,St02_SD,St03_MN,St03_SG,St03_CR,St03_SD,St04_MN,St04_SG,St04_CR,St04_SD,St05_MN,St05_SG,St05_CR,St05_SD,St06_MN,St06_SG,St06_CR,St06_SD,St07_MN,St07_SG,St07_CR,St07_SD,St08_MN,St08_SG,St08_CR,St08_SD,St09_MN,St09_SG,St09_CR,St09_SD,St10_SD,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_545,0,68,0,0,62,1005,0,0,421,310,19,0,60,17,80,0,3,67,0,0,0,113,251,0,0,73,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Nitrospirae,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,NA
OTU_546,275,0,0,0,0,66,0,0,29,0,0,0,0,74,0,0,105,0,0,0,63,0,0,0,2571,0,0,11,0,0,0,0,30,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,NA
OTU_547,19,0,0,0,178,454,0,0,586,469,74,0,42,40,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,954,71,0,0,0,0,0,0,Bacteria,Nitrospirae,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,NA
OTU_548,0,0,0,108,0,0,134,71,0,0,0,134,0,0,0,133,0,0,0,143,0,0,0,216,0,0,0,195,0,0,91,192,0,0,6,108,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_549,0,0,0,0,341,453,0,0,245,208,0,0,0,0,32,0,0,158,64,0,0,399,266,4,0,177,181,0,0,68,0,0,0,273,135,0,0,Bacteria,Nitrospirae,Planctomycetacia,Pirellulales,Pirellulaceae,Rubripirellula,NA
OTU_550,51,36,78,0,0,0,168,0,14,0,245,0,0,37,31,0,0,186,184,0,0,116,183,0,0,93,57,0,0,191,276,0,0,164,264,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,NA,NA,NA
OTU_551,0,238,254,0,43,0,0,0,0,0,0,0,0,0,67,0,0,96,0,0,0,117,0,0,0,80,87,0,0,210,0,0,0,50,67,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
OTU_552,278,78,28,0,150,307,0,0,335,169,0,0,125,111,87,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_553,0,0,0,0,0,129,0,0,178,255,0,0,0,0,0,0,0,21,0,0,0,62,41,0,0,60,62,0,0,0,0,0,0,143,214,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
OTU_554,0,435,71,0,33,114,66,0,115,121,19,0,4,15,182,0,0,247,318,0,0,32,33,0,0,332,355,0,0,389,106,0,0,18,0,0,0,Bacteria,Nitrospirae,Planctomycetacia,Planctomycetales,Gimesiaceae,NA,NA
OTU_555,0,0,0,184,0,0,0,124,0,0,0,202,0,0,0,113,0,0,0,103,0,0,0,169,0,0,0,101,0,0,0,151,0,0,0,113,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0,934,0,0,0,499,0,0,0,152,0,0,0,1017,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,NA
OTU_557,87,158,18,0,80,90,0,0,22,0,0,0,0,36,439,0,254,10,0,0,306,4,0,4,186,11,0,0,126,0,0,0,52,7,0,0,0,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,R76-B128,NA
OTU_558,0,42,0,0,258,440,0,0,542,537,0,0,0,65,0,0,0,24,0,0,0,0,0,0,0,109,107,0,0,0,0,0,0,102,318,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
OTU_559,0,0,0,97,0,0,186,129,0,0,0,197,0,0,0,106,0,0,0,148,0,0,0,131,0,0,0,179,0,0,0,121,0,0,0,91,0,Bacteria,Proteobacteria,GammaProteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,NA
OTU_560,0,0,0,114,0,0,130,161,0,0,0,213,0,0,0,124,0,0,0,129,0,0,0,117,0,0,0,120,0,0,0,118,0,0,0,142,0,Bacteria,Proteobacteria,GammaProteobacteria,UBA10353_marine_group,NA,NA,NA
OTU_561,0,0,0,119,0,0,0,188,0,0,0,130,0,0,0,60,0,0,0,99,0,0,0,192,0,0,0,115,0,0,0,150,0,0,0,162,0,Bacteria,Proteobacteria,GammaProteobacteria,SAR202_clade,NA,NA,NA
OTU_562,134,0,0,0,25,33,0,0,0,0,0,0,0,6,21,0,154,0,0,0,208,0,0,0,592,0,0,0,768,21,6,0,327,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA,NA
OTU_563,0,0,0,108,0,0,0,79,0,0,0,95,0,0,0,87,0,0,0,81,0,0,0,353,0,0,0,170,0,0,0,185,0,0,0,336,0,Bacteria,Nitrospirae,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,NA,NA
OTU_564,25,222,21,0,231,593,0,0,466,247,17,0,53,26,350,0,0,97,10,0,0,0,0,0,6,102,29,0,0,18,0,0,0,10,0,0,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SCGC_AAA164-E04,NA
OTU_565,0,0,0,154,0,0,0,84,0,0,0,187,0,0,0,144,0,0,0,84,0,0,0,117,0,0,0,49,0,0,0,64,0,0,0,103,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_566,151,78,43,0,76,82,0,0,150,81,0,0,67,95,65,0,116,0,0,0,286,66,43,0,177,80,37,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rickettsiales,S25-593,NA,NA
OTU_567,0,0,0,140,0,0,37,121,0,0,0,139,0,0,0,91,0,0,0,203,0,0,0,153,0,0,0,149,0,0,0,168,0,0,0,120,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_568,100,90,0,0,0,102,0,0,216,136,0,0,81,88,140,0,139,59,0,0,184,0,0,0,54,75,0,0,137,0,0,0,199,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Thalassobaculales,Nisaeaceae,OM75_clade,NA
OTU_569,0,53,86,0,0,34,0,0,0,0,57,0,0,0,0,0,0,51,136,0,0,120,77,0,0,64,61,0,0,517,0,0,0,198,113,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
OTU_570,0,52,243,0,0,0,677,0,0,0,232,0,0,0,0,0,0,136,166,0,0,69,83,0,0,0,0,0,0,0,280,0,0,0,114,0,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_II,NA,NA,NA
OTU_571,337,0,0,0,191,301,0,0,523,268,0,0,183,402,81,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
OTU_572,0,556,172,0,44,273,49,0,212,211,92,0,0,0,195,0,0,55,98,0,0,38,117,0,0,109,89,0,0,125,72,0,0,78,136,0,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,NA
OTU_573,0,0,0,128,0,0,0,98,0,0,0,207,0,0,0,178,0,0,0,135,0,0,0,62,0,0,0,168,0,0,0,68,0,0,0,69,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_IV,NA,NA
OTU_574,0,103,106,0,0,0,119,0,0,0,215,0,0,0,0,0,0,197,321,0,0,154,207,0,0,128,0,0,0,0,105,0,0,77,101,0,0,Bacteria,Proteobacteria,DeltaProteobacteria,SAR324_clade(Marine_group_B),NA,NA,NA
OTU_575,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,NA
OTU_576,0,0,0,158,0,0,0,109,0,0,0,156,0,0,0,114,0,0,0,143,0,0,0,221,0,0,0,160,0,0,0,198,0,0,0,97,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_577,101,76,36,0,22,66,0,0,296,142,27,0,66,51,107,0,143,61,30,0,141,17,17,0,77,77,75,0,139,88,0,0,182,35,18,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_578,22,0,0,0,0,23,0,0,20,0,0,0,0,21,89,0,279,15,0,0,428,0,0,6,343,13,17,0,417,0,0,0,491,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,KI89A_clade,NA,NA,NA
OTU_579,0,0,0,113,0,0,0,81,0,0,0,188,0,0,0,142,0,0,0,133,0,0,0,192,0,0,0,110,0,0,0,69,0,0,0,155,0,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,NA,NA,NA,NA
OTU_581,0,0,0,153,0,0,42,99,0,0,0,153,0,0,0,207,0,0,0,288,0,0,0,173,0,0,0,207,0,0,0,80,0,0,0,184,0,Bacteria,Nitrospirae,Planctomycetacia,Pirellulales,Pirellulaceae,NA,NA
OTU_582,0,58,120,0,0,0,0,0,0,0,22,0,0,0,0,0,0,179,192,0,0,345,208,0,0,107,41,0,0,42,43,0,0,214,414,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Prochlorococcus_MIT9313,NA
OTU_583,25,249,86,0,0,0,29,0,177,93,0,0,0,31,85,0,0,185,85,0,0,189,239,0,0,247,214,0,0,418,130,0,0,156,106,0,0,Bacteria,Proteobacteria,DeltaProteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,NA
OTU_584,0,85,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,227,63,0,0,0,0,0,0,941,0,0,0,280,118,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
OTU_585,176,69,85,0,0,60,0,0,292,160,0,0,114,109,122,0,58,53,48,0,0,59,73,0,0,27,41,0,68,88,37,0,78,77,94,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_586,0,0,88,0,0,0,706,0,0,0,120,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,12,0,0,37,1665,0,0,0,0,0,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,Alteromonas,NA
OTU_587,84,210,73,0,0,0,0,0,187,83,0,0,38,41,150,0,174,42,0,0,671,0,0,0,246,0,0,0,478,40,0,0,457,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,SAR202_clade,NA,NA,NA
OTU_588,0,0,0,143,0,0,0,92,0,0,0,121,0,0,0,136,0,0,0,122,0,0,0,143,0,0,0,70,0,0,0,84,0,0,0,121,0,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA,NA
OTU_589,0,0,0,79,0,0,37,87,0,0,60,91,0,0,0,129,0,21,0,109,0,0,25,45,0,0,0,77,0,7,32,88,0,15,55,106,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_590,31,309,153,0,42,85,76,0,152,68,178,0,16,14,88,0,0,78,213,0,0,38,34,0,0,114,91,0,0,170,196,0,0,48,66,0,0,Bacteria,Euryarchaeota1,JG30-KF-CM66,NA,NA,NA,NA
OTU_591,666,0,0,0,121,390,0,0,152,0,0,0,0,169,0,0,109,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,SAR202_clade,NA,NA,NA
OTU_592,0,0,0,146,0,0,101,116,0,0,0,113,0,0,0,78,0,0,0,94,0,0,0,131,0,0,0,114,0,0,0,130,0,0,0,79,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_593,0,0,0,107,0,0,65,106,0,0,0,150,0,0,0,116,0,0,0,124,0,0,0,257,0,0,0,169,0,0,35,220,0,0,0,117,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_594,0,0,0,119,0,0,0,91,0,0,0,97,0,0,0,71,0,0,0,108,0,0,0,170,0,0,0,81,0,0,0,160,0,0,0,158,0,Bacteria,Euryarchaeota1,Dehalococcoidia,SAR202_clade,NA,NA,NA
OTU_595,0,0,0,163,0,0,0,94,0,0,0,82,0,0,0,100,0,0,0,44,0,0,0,109,0,0,0,64,0,0,0,98,0,0,0,36,0,Archaea,Marinimicrobia,Marine_Benthic_Group_A,NA,NA,NA,NA
OTU_596,214,107,0,0,0,231,0,0,465,208,0,0,0,0,0,0,0,0,0,0,0,162,145,0,0,130,151,0,0,271,0,0,0,0,0,0,0,Bacteria,Cyanobacteria,Acidimicrobiia,Actinomarinales,Clade_II,Prochlorococcus,NA
OTU_597,41,32,0,0,154,119,0,0,44,22,0,0,0,14,50,0,470,13,0,0,0,0,6,0,88,13,9,0,339,73,0,0,361,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
OTU_598,0,0,0,117,0,0,0,87,0,0,0,111,0,0,0,101,0,0,0,177,0,0,0,96,0,0,0,120,0,0,0,129,0,0,0,98,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_599,0,0,0,129,0,0,196,69,0,0,63,105,0,0,0,91,0,12,0,148,0,0,0,114,0,0,0,126,0,0,203,153,0,0,0,85,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,NA,NA,NA
OTU_600,0,0,0,118,0,0,0,87,0,0,0,140,0,0,0,92,0,0,0,168,0,0,0,139,0,0,0,139,0,0,0,126,0,0,0,120,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_601,23,117,84,0,0,0,0,0,0,0,0,0,16,22,34,0,0,165,86,0,0,307,240,0,0,301,309,0,0,104,0,0,0,261,270,0,0,Bacteria,Proteobacteria,GammaProteobacteria,Cellvibrionales,Halieaceae,Parahaliea,NA
OTU_602,0,119,9,0,0,0,0,0,0,0,0,0,0,0,90,0,0,413,581,0,0,78,94,0,0,222,137,0,0,181,44,0,0,414,380,0,0,Bacteria,Nitrospirae,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,NA
OTU_603,90,377,126,0,100,156,0,0,317,202,0,0,23,24,322,0,51,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_II,NA,NA,NA
OTU_604,184,383,114,0,0,0,0,0,310,163,0,0,117,149,293,0,91,56,0,0,190,0,0,0,56,34,0,0,384,0,0,0,135,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,SAR202_clade,NA,NA,NA
OTU_605,0,21,134,0,0,18,648,0,0,12,299,0,0,15,0,0,0,0,70,0,0,11,27,0,0,0,0,0,0,25,1009,0,0,49,146,0,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,Alteromonas,NA
OTU_606,28,0,53,0,0,0,51,0,24,0,95,0,0,40,27,0,0,106,103,0,0,208,200,0,0,78,75,0,0,353,163,0,0,162,237,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_607,0,0,0,92,0,0,0,93,0,0,0,174,0,0,0,206,0,0,0,117,0,0,0,159,0,0,0,114,0,0,0,83,0,0,0,51,0,Bacteria,Euryarchaeota1,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
OTU_608,107,0,0,0,64,88,0,0,184,76,0,0,0,51,77,0,126,0,0,0,294,0,0,0,73,0,0,0,121,0,0,0,277,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Puniceispirillales,SAR1186_clade,NA,NA
OTU_609,0,0,0,59,0,0,0,134,0,0,0,124,0,0,0,92,0,0,0,141,0,0,0,79,0,0,0,150,0,0,0,137,0,0,0,90,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_610,0,0,0,135,0,0,0,193,0,0,0,266,0,0,0,127,0,0,0,115,0,0,0,145,0,0,0,101,0,0,0,88,0,0,0,80,0,Bacteria,Cyanobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,NA
OTU_611,0,0,0,127,0,0,0,157,0,0,0,199,0,0,0,135,0,0,0,222,0,0,0,81,0,0,0,104,0,0,0,63,0,0,0,48,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_III,NA,NA,NA
OTU_612,0,0,93,14,0,0,134,9,0,0,127,21,0,0,0,15,0,120,133,28,0,92,130,6,0,63,40,13,0,54,177,19,0,79,217,9,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_613,0,88,46,0,0,0,0,0,0,0,35,0,11,26,33,0,0,105,116,0,0,460,247,0,0,515,426,0,0,0,0,0,0,227,159,0,0,Bacteria,Cyanobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,NA
OTU_614,59,130,97,0,44,49,0,0,62,46,31,0,40,61,125,0,90,122,85,0,98,108,95,0,51,150,153,0,26,96,0,0,44,113,88,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_615,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,137,281,0,0,0,274,0,0,149,226,0,0,205,274,0,0,204,631,0,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,Alteromonas,NA
OTU_616,179,71,91,0,0,65,28,0,174,69,0,0,92,99,0,0,67,0,49,0,0,115,66,0,1155,52,0,0,0,0,95,0,0,0,57,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Synechococcus_CC9902,NA
OTU_617,58,44,51,0,0,0,0,0,60,31,0,0,0,32,83,0,127,161,67,0,187,68,56,0,94,132,65,0,24,75,0,0,0,37,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_618,0,0,0,111,0,0,0,0,0,0,0,137,0,0,0,127,0,0,0,260,0,0,0,78,0,0,0,101,0,0,0,102,0,0,0,91,0,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
OTU_619,100,0,0,0,0,113,0,0,471,323,0,0,180,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,NA
OTU_620,0,0,0,185,0,0,0,74,0,0,51,142,0,0,0,212,0,0,0,121,0,0,0,111,0,0,0,82,0,0,0,44,0,0,0,68,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04_marine_group,NA
OTU_621,0,0,0,159,0,0,0,129,0,0,0,170,0,0,0,142,0,0,0,182,0,0,0,207,0,0,0,161,0,0,0,133,0,0,0,113,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_622,0,0,0,145,0,0,0,124,0,0,0,206,0,0,0,126,0,0,0,135,0,0,0,132,0,0,0,130,0,0,0,115,0,0,0,0,0,Bacteria,Proteobacteria,DeltaProteobacteria,SAR324_clade(Marine_group_B),NA,NA,NA
OTU_623,117,0,0,0,236,695,0,0,352,394,0,0,100,116,204,0,40,0,0,0,3,0,0,0,23,0,0,0,35,0,0,0,0,0,0,0,0,Bacteria,Nitrospirae,Planctomycetacia,Pirellulales,Pirellulaceae,Rubripirellula,NA
OTU_624,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,89,0,0,52,0,0,0,0,0,0,0,0,48,0,0,0,49,0,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_II,NA,NA,NA
OTU_625,0,0,114,0,0,0,30,0,0,0,49,0,0,0,0,0,0,60,177,0,0,182,202,0,0,106,78,0,0,35,219,0,0,63,294,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Prochlorococcus_MIT9313,NA
OTU_626,0,0,0,51,0,0,0,9,0,0,0,48,0,0,0,61,0,0,0,284,0,0,0,246,0,0,0,110,0,0,0,213,0,0,0,105,0,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
OTU_627,103,74,86,0,0,49,27,0,158,86,82,0,54,60,76,0,0,150,104,0,0,132,162,0,0,90,85,0,0,188,53,0,0,146,192,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_628,199,71,90,0,0,96,47,0,171,92,45,0,73,60,80,0,39,94,67,0,28,93,96,0,26,95,73,0,77,95,34,0,44,18,17,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_629,0,0,0,121,0,0,0,84,0,0,0,181,0,0,0,130,0,0,0,119,0,0,0,94,0,0,0,92,0,0,0,84,0,0,0,69,0,Bacteria,Proteobacteria,GammaProteobacteria,HOC36,NA,NA,NA
OTU_630,0,0,126,0,0,0,113,0,0,0,117,0,0,0,0,0,0,0,215,0,0,273,269,0,0,0,0,0,0,0,63,0,0,59,150,0,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_II,NA,NA,NA
OTU_631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2816,3,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NS10_marine_group,NA
OTU_632,23,165,16,0,8,138,0,0,214,150,9,0,13,0,58,0,22,40,11,0,7,177,31,0,17,49,10,0,18,140,0,0,2,96,21,0,0,Bacteria,WPS-2,NA,NA,NA,NA,NA
OTU_633,144,381,70,0,147,126,0,0,132,52,0,0,65,86,90,0,0,174,0,0,0,0,0,0,0,133,141,0,0,501,0,0,0,40,0,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Synechococcus_CC9902,NA
OTU_634,0,0,45,0,0,0,186,0,0,27,572,0,0,0,0,0,0,84,90,0,0,0,0,0,0,0,0,0,0,240,846,0,0,88,144,0,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,Alteromonas,NA
OTU_635,0,23,97,0,0,6,439,0,0,8,332,0,0,0,14,0,0,0,89,0,0,6,15,0,0,14,9,0,0,0,766,0,0,0,16,0,0,Bacteria,Euryarchaeota1,Dehalococcoidia,SAR202_clade,NA,NA,NA
OTU_636,81,262,205,0,233,98,0,0,286,172,0,0,52,55,42,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,218,215,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
OTU_637,0,0,0,123,0,0,0,145,0,0,0,170,0,0,0,108,0,0,0,185,0,0,0,210,0,0,0,165,0,0,0,186,0,0,0,155,0,Bacteria,Proteobacteria,AlphaProteobacteria,NA,NA,NA,NA
OTU_638,0,0,111,0,0,0,1121,0,0,0,48,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,848,0,0,0,82,0,0,Bacteria,Cyanobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,NA
OTU_639,117,0,0,0,91,160,0,0,199,107,0,0,0,0,0,0,0,129,160,0,0,160,196,0,0,108,91,0,0,0,0,0,0,335,540,0,0,Bacteria,Proteobacteria,GammaProteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
OTU_640,0,0,85,0,0,0,762,0,0,24,306,0,0,6,15,0,0,0,146,0,0,0,150,0,0,0,0,0,0,0,233,0,0,0,60,0,0,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,NA
OTU_641,0,0,0,110,0,0,0,76,0,0,0,139,0,0,0,98,0,0,0,201,0,0,0,122,0,0,0,150,0,0,0,186,0,0,0,107,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_642,0,0,0,96,0,0,0,91,0,0,0,143,0,0,0,92,0,0,0,115,0,0,0,116,0,0,0,144,0,0,0,85,0,0,0,74,0,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,NA
OTU_643,140,201,93,0,0,0,0,0,61,43,48,0,71,101,172,0,163,0,0,0,399,19,45,0,93,96,30,0,0,0,0,0,161,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rickettsiales,S25-593,NA,NA
OTU_644,229,6,0,0,173,232,0,0,245,91,0,0,31,84,0,0,158,0,0,0,226,0,0,0,169,0,0,0,92,0,0,0,134,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Parvibaculales,PS1_clade,NA,NA
OTU_645,0,447,320,0,0,0,38,0,0,0,239,0,0,12,61,0,0,96,133,0,0,33,34,0,0,148,206,0,0,78,84,0,0,29,21,0,0,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,NA,NA,NA,NA
OTU_646,0,0,0,51,0,0,70,95,0,0,0,106,0,0,0,101,0,0,0,99,0,0,0,74,0,0,0,55,0,0,0,97,0,0,0,189,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_647,622,0,0,0,20,37,0,0,80,38,0,0,48,46,121,0,171,0,0,0,23,0,0,0,43,0,0,0,45,0,0,0,161,0,0,0,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_II,NA,NA,NA
OTU_648,0,0,0,103,0,0,0,71,0,0,0,104,0,0,0,92,0,0,0,175,0,0,0,161,0,0,0,168,0,0,0,202,0,0,0,82,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_649,0,0,0,107,0,0,0,89,0,0,0,269,0,0,0,167,0,0,0,86,0,0,0,118,0,0,0,79,0,0,0,71,0,0,0,115,0,Bacteria,Euryarchaeota1,Dehalococcoidia,SAR202_clade,NA,NA,NA
OTU_650,0,31,115,0,0,0,44,0,0,15,382,0,0,14,9,0,0,139,247,0,0,75,158,0,0,36,35,0,0,154,171,0,0,141,603,0,0,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,NA,NA,NA
OTU_651,480,0,0,0,61,97,0,0,86,70,0,0,0,62,67,0,82,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,43,0,0,0,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_II,NA,NA,NA
OTU_652,51,157,38,0,0,0,0,0,0,0,27,0,0,0,224,0,0,41,0,0,0,538,46,0,0,138,151,0,0,0,0,0,0,291,44,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,NA
